x, y, z, wartosc
-0.85, -1.38, 2.25, 0.02
-0.76, -1.38, 2.11, -0.02
-0.72, -1.31, 1.98, -0.05
-0.72, -1.18, 1.83, -0.08
-0.72, -1.01, 1.65, -0.09
-0.71, -0.81, 1.44, -0.08
-0.66, -0.6, 1.18, -0.07
-0.54, -0.38, 0.86, -0.06
-0.33, -0.18, 0.47, -0.03
0.0, 0.0, 0.0, 0.0
-1.15, -1.09, 2.38, 0.14
-1.0, -1.22, 2.23, 0.01
-0.89, -1.29, 2.09, -0.1
-0.82, -1.29, 1.94, -0.17
-0.77, -1.23, 1.78, -0.22
-0.72, -1.12, 1.6, -0.25
-0.66, -0.96, 1.38, -0.24
-0.58, -0.77, 1.12, -0.22
-0.45, -0.54, 0.82, -0.17
-0.26, -0.28, 0.44, -0.1
0.0, 0.0, 0.0, 0.0
-1.23, -0.88, 2.34, 0.22
-1.11, -1.06, 2.19, 0.02
-1.0, -1.17, 2.04, -0.13
-0.91, -1.23, 1.89, -0.25
-0.83, -1.23, 1.72, -0.33
-0.74, -1.17, 1.54, -0.38
-0.65, -1.05, 1.32, -0.38
-0.54, -0.87, 1.07, -0.34
-0.39, -0.64, 0.77, -0.27
-0.22, -0.35, 0.41, -0.15
0.0, 0.0, 0.0, 0.0
-1.26, -0.69, 2.25, 0.3
-1.16, -0.88, 2.1, 0.05
-1.07, -1.03, 1.96, -0.15
-0.97, -1.13, 1.8, -0.3
-0.87, -1.17, 1.64, -0.41
-0.77, -1.16, 1.46, -0.47
-0.65, -1.07, 1.24, -0.48
-0.52, -0.92, 1.0, -0.44
-0.37, -0.69, 0.72, -0.35
-0.2, -0.39, 0.38, -0.2
0.0, 0.0, 0.0, 0.0
-1.23, -0.5, 2.1, 0.37
-1.16, -0.71, 1.96, 0.09
-1.08, -0.88, 1.82, -0.14
-0.99, -1.0, 1.68, -0.32
-0.89, -1.08, 1.52, -0.45
-0.78, -1.09, 1.35, -0.52
-0.65, -1.04, 1.15, -0.54
-0.51, -0.91, 0.92, -0.5
-0.35, -0.7, 0.65, -0.4
-0.18, -0.4, 0.35, -0.23
0.0, 0.0, 0.0, 0.0
-1.13, -0.34, 1.88, 0.41
-1.09, -0.54, 1.76, 0.13
-1.04, -0.71, 1.63, -0.11
-0.96, -0.85, 1.5, -0.31
-0.87, -0.94, 1.36, -0.45
-0.75, -0.97, 1.2, -0.53
-0.63, -0.94, 1.02, -0.56
-0.49, -0.84, 0.81, -0.52
-0.34, -0.66, 0.58, -0.42
-0.17, -0.38, 0.31, -0.25
0.0, 0.0, 0.0, 0.0
-0.97, -0.2, 1.58, 0.41
-0.95, -0.38, 1.47, 0.14
-0.91, -0.53, 1.37, -0.08
-0.86, -0.66, 1.25, -0.27
-0.78, -0.76, 1.13, -0.4
-0.68, -0.8, 1.0, -0.49
-0.57, -0.79, 0.84, -0.52
-0.45, -0.71, 0.67, -0.49
-0.31, -0.56, 0.48, -0.39
-0.16, -0.33, 0.25, -0.23
0.0, 0.0, 0.0, 0.0
-0.73, -0.09, 1.17, 0.35
-0.73, -0.23, 1.09, 0.14
-0.71, -0.35, 1.01, -0.05
-0.67, -0.46, 0.93, -0.2
-0.62, -0.54, 0.84, -0.31
-0.54, -0.58, 0.74, -0.39
-0.46, -0.58, 0.62, -0.42
-0.36, -0.53, 0.5, -0.39
-0.25, -0.42, 0.35, -0.32
-0.13, -0.25, 0.19, -0.19
0.0, 0.0, 0.0, 0.0
-0.41, -0.02, 0.65, 0.22
-0.41, -0.1, 0.61, 0.09
-0.41, -0.17, 0.56, -0.02
-0.39, -0.24, 0.52, -0.11
-0.36, -0.28, 0.47, -0.18
-0.32, -0.31, 0.41, -0.23
-0.27, -0.32, 0.35, -0.25
-0.22, -0.29, 0.28, -0.24
-0.15, -0.24, 0.19, -0.19
-0.08, -0.14, 0.1, -0.11
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
-2.0, -1.12, 1.35, -1.77
-1.77, -1.3, 1.27, -1.81
-1.6, -1.34, 1.27, -1.67
-1.46, -1.27, 1.31, -1.42
-1.35, -1.11, 1.37, -1.08
-1.23, -0.89, 1.41, -0.72
-1.1, -0.65, 1.38, -0.36
-0.93, -0.41, 1.26, -0.07
-0.7, -0.2, 1.02, 0.12
-0.4, -0.06, 0.61, 0.16
0.0, 0.0, 0.0, 0.0
-1.94, -0.87, 1.34, -1.48
-1.79, -1.05, 1.26, -1.58
-1.66, -1.09, 1.26, -1.49
-1.54, -1.02, 1.31, -1.25
-1.43, -0.87, 1.37, -0.93
-1.31, -0.67, 1.4, -0.57
-1.15, -0.45, 1.38, -0.22
-0.96, -0.24, 1.26, 0.06
-0.71, -0.08, 1.02, 0.22
-0.4, 0.01, 0.61, 0.22
0.0, 0.0, 0.0, 0.0
-1.79, -0.77, 1.3, -1.26
-1.72, -0.9, 1.23, -1.39
-1.64, -0.91, 1.23, -1.31
-1.56, -0.82, 1.29, -1.09
-1.46, -0.66, 1.35, -0.77
-1.33, -0.47, 1.39, -0.41
-1.17, -0.27, 1.37, -0.07
-0.97, -0.09, 1.25, 0.2
-0.71, 0.03, 1.01, 0.34
-0.39, 0.07, 0.6, 0.29
0.0, 0.0, 0.0, 0.0
-1.57, -0.76, 1.23, -1.1
-1.58, -0.82, 1.17, -1.23
-1.56, -0.78, 1.19, -1.15
-1.52, -0.66, 1.25, -0.92
-1.43, -0.49, 1.32, -0.6
-1.31, -0.29, 1.36, -0.25
-1.15, -0.11, 1.34, 0.08
-0.94, 0.04, 1.23, 0.33
-0.68, 0.13, 0.99, 0.44
-0.37, 0.13, 0.59, 0.35
0.0, 0.0, 0.0, 0.0
-1.3, -0.82, 1.13, -0.98
-1.39, -0.8, 1.09, -1.09
-1.43, -0.69, 1.12, -1.0
-1.42, -0.53, 1.19, -0.76
-1.36, -0.34, 1.26, -0.44
-1.25, -0.15, 1.3, -0.1
-1.09, 0.03, 1.29, 0.22
-0.89, 0.16, 1.18, 0.45
-0.64, 0.21, 0.95, 0.53
-0.34, 0.17, 0.57, 0.4
0.0, 0.0, 0.0, 0.0
-1.0, -0.89, 1.01, -0.88
-1.16, -0.79, 0.99, -0.96
-1.24, -0.63, 1.02, -0.85
-1.27, -0.43, 1.09, -0.61
-1.23, -0.23, 1.16, -0.3
-1.14, -0.03, 1.21, 0.04
-1.0, 0.13, 1.2, 0.33
-0.81, 0.24, 1.1, 0.53
-0.57, 0.27, 0.89, 0.58
-0.3, 0.19, 0.53, 0.42
0.0, 0.0, 0.0, 0.0
-0.7, -0.94, 0.86, -0.78
-0.9, -0.77, 0.85, -0.82
-1.03, -0.57, 0.89, -0.7
-1.08, -0.35, 0.96, -0.46
-1.06, -0.14, 1.03, -0.17
-0.99, 0.05, 1.08, 0.14
-0.87, 0.19, 1.07, 0.4
-0.7, 0.28, 0.99, 0.57
-0.49, 0.29, 0.8, 0.6
-0.26, 0.2, 0.48, 0.42
0.0, 0.0, 0.0, 0.0
-0.43, -0.91, 0.69, -0.66
-0.65, -0.71, 0.69, -0.67
-0.78, -0.49, 0.73, -0.54
-0.85, -0.28, 0.79, -0.33
-0.85, -0.08, 0.86, -0.07
-0.8, 0.09, 0.9, 0.19
-0.7, 0.22, 0.9, 0.42
-0.56, 0.29, 0.83, 0.55
-0.39, 0.28, 0.67, 0.56
-0.2, 0.19, 0.4, 0.39
0.0, 0.0, 0.0, 0.0
-0.21, -0.78, 0.49, -0.5
-0.4, -0.58, 0.49, -0.49
-0.52, -0.38, 0.53, -0.38
-0.59, -0.2, 0.58, -0.2
-0.6, -0.03, 0.63, 0.0
-0.57, 0.1, 0.66, 0.2
-0.5, 0.2, 0.66, 0.36
-0.4, 0.25, 0.61, 0.46
-0.28, 0.23, 0.5, 0.45
-0.14, 0.16, 0.3, 0.31
0.0, 0.0, 0.0, 0.0
-0.06, -0.49, 0.26, -0.29
-0.18, -0.35, 0.26, -0.27
-0.26, -0.22, 0.29, -0.2
-0.3, -0.11, 0.32, -0.09
-0.32, -0.01, 0.35, 0.02
-0.3, 0.07, 0.37, 0.14
-0.27, 0.13, 0.37, 0.23
-0.21, 0.15, 0.34, 0.28
-0.15, 0.14, 0.28, 0.27
-0.07, 0.09, 0.16, 0.18
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 1.5, 2.4, 3.9
-0.29, 1.55, 2.24, 3.5
-0.57, 1.55, 2.08, 3.06
-0.81, 1.5, 1.91, 2.59
-1.0, 1.4, 1.72, 2.12
-1.12, 1.26, 1.51, 1.66
-1.15, 1.08, 1.28, 1.21
-1.07, 0.87, 1.01, 0.81
-0.86, 0.61, 0.72, 0.47
-0.51, 0.32, 0.38, 0.19
0.0, 0.0, 0.0, 0.0
-0.47, 1.12, 2.26, 2.9
-0.58, 1.27, 2.13, 2.82
-0.7, 1.36, 2.0, 2.65
-0.83, 1.39, 1.85, 2.41
-0.93, 1.37, 1.68, 2.11
-1.0, 1.29, 1.48, 1.78
-1.0, 1.15, 1.26, 1.41
-0.92, 0.95, 1.01, 1.04
-0.74, 0.69, 0.71, 0.67
-0.44, 0.38, 0.38, 0.32
0.0, 0.0, 0.0, 0.0
-0.84, 0.86, 2.13, 2.15
-0.82, 1.05, 2.03, 2.26
-0.84, 1.19, 1.91, 2.27
-0.87, 1.28, 1.78, 2.19
-0.9, 1.31, 1.63, 2.03
-0.91, 1.27, 1.45, 1.81
-0.88, 1.17, 1.24, 1.52
-0.8, 1.0, 0.99, 1.19
-0.63, 0.75, 0.71, 0.82
-0.37, 0.42, 0.38, 0.42
0.0, 0.0, 0.0, 0.0
-1.1, 0.7, 2.0, 1.6
-1.01, 0.89, 1.92, 1.79
-0.95, 1.04, 1.81, 1.91
-0.92, 1.16, 1.7, 1.94
-0.89, 1.22, 1.56, 1.89
-0.85, 1.22, 1.39, 1.76
-0.79, 1.15, 1.19, 1.56
-0.69, 1.0, 0.96, 1.28
-0.53, 0.77, 0.69, 0.92
-0.31, 0.44, 0.37, 0.5
0.0, 0.0, 0.0, 0.0
-1.26, 0.61, 1.87, 1.21
-1.13, 0.76, 1.79, 1.41
-1.04, 0.91, 1.69, 1.57
-0.95, 1.03, 1.59, 1.66
-0.88, 1.11, 1.46, 1.69
-0.8, 1.13, 1.31, 1.64
-0.7, 1.09, 1.13, 1.52
-0.59, 0.97, 0.91, 1.3
-0.44, 0.76, 0.65, 0.98
-0.25, 0.44, 0.35, 0.55
0.0, 0.0, 0.0, 0.0
-1.31, 0.55, 1.71, 0.95
-1.19, 0.66, 1.63, 1.1
-1.07, 0.78, 1.54, 1.25
-0.96, 0.89, 1.45, 1.37
-0.85, 0.97, 1.33, 1.45
-0.74, 1.01, 1.2, 1.47
-0.62, 1.0, 1.04, 1.41
-0.5, 0.9, 0.84, 1.25
-0.35, 0.72, 0.61, 0.97
-0.19, 0.42, 0.33, 0.56
0.0, 0.0, 0.0, 0.0
-1.26, 0.52, 1.5, 0.76
-1.16, 0.57, 1.43, 0.84
-1.04, 0.65, 1.35, 0.95
-0.93, 0.74, 1.26, 1.07
-0.8, 0.81, 1.17, 1.18
-0.67, 0.86, 1.05, 1.24
-0.54, 0.86, 0.91, 1.23
-0.41, 0.8, 0.74, 1.13
-0.27, 0.64, 0.54, 0.91
-0.14, 0.38, 0.29, 0.54
0.0, 0.0, 0.0, 0.0
-1.1, 0.47, 1.25, 0.62
-1.03, 0.47, 1.18, 0.62
-0.94, 0.51, 1.11, 0.68
-0.83, 0.57, 1.04, 0.78
-0.71, 0.64, 0.96, 0.89
-0.58, 0.68, 0.86, 0.97
-0.45, 0.7, 0.75, 1.0
-0.32, 0.65, 0.61, 0.95
-0.2, 0.54, 0.45, 0.78
-0.09, 0.32, 0.24, 0.48
0.0, 0.0, 0.0, 0.0
-0.84, 0.39, 0.92, 0.47
-0.8, 0.35, 0.86, 0.41
-0.74, 0.36, 0.81, 0.43
-0.65, 0.4, 0.75, 0.5
-0.55, 0.44, 0.7, 0.59
-0.44, 0.48, 0.63, 0.67
-0.33, 0.5, 0.55, 0.71
-0.22, 0.47, 0.45, 0.7
-0.13, 0.39, 0.33, 0.59
-0.05, 0.24, 0.18, 0.37
0.0, 0.0, 0.0, 0.0
-0.47, 0.24, 0.51, 0.28
-0.46, 0.2, 0.47, 0.21
-0.43, 0.19, 0.44, 0.2
-0.38, 0.21, 0.41, 0.23
-0.32, 0.23, 0.38, 0.29
-0.25, 0.25, 0.34, 0.34
-0.18, 0.26, 0.3, 0.38
-0.12, 0.25, 0.25, 0.38
-0.06, 0.21, 0.18, 0.33
-0.02, 0.13, 0.1, 0.21
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
-2.0, 0.0, 0.9, -1.1
-1.42, 0.51, 0.94, 0.03
-0.88, 0.85, 1.04, 1.01
-0.4, 1.04, 1.16, 1.8
0.0, 1.11, 1.27, 2.38
0.31, 1.07, 1.35, 2.73
0.52, 0.94, 1.35, 2.81
0.61, 0.75, 1.25, 2.61
0.56, 0.51, 1.02, 2.09
0.36, 0.26, 0.61, 1.23
0.0, 0.0, 0.0, 0.0
-1.97, 0.33, 0.9, -0.75
-1.39, 0.71, 1.04, 0.35
-0.86, 0.95, 1.19, 1.27
-0.39, 1.06, 1.33, 2.0
0.0, 1.07, 1.44, 2.51
0.31, 0.99, 1.5, 2.79
0.51, 0.84, 1.46, 2.82
0.59, 0.65, 1.32, 2.57
0.55, 0.43, 1.05, 2.03
0.35, 0.21, 0.62, 1.18
0.0, 0.0, 0.0, 0.0
-1.9, 0.62, 0.89, -0.38
-1.33, 0.89, 1.11, 0.67
-0.81, 1.05, 1.3, 1.53
-0.36, 1.1, 1.46, 2.19
0.01, 1.06, 1.56, 2.63
0.3, 0.96, 1.59, 2.84
0.48, 0.8, 1.53, 2.81
0.56, 0.61, 1.36, 2.52
0.51, 0.4, 1.06, 1.97
0.33, 0.19, 0.61, 1.13
0.0, 0.0, 0.0, 0.0
-1.78, 0.87, 0.88, -0.03
-1.23, 1.05, 1.14, 0.96
-0.74, 1.13, 1.36, 1.76
-0.32, 1.14, 1.53, 2.34
0.02, 1.07, 1.62, 2.71
0.28, 0.95, 1.63, 2.86
0.44, 0.79, 1.55, 2.78
0.5, 0.6, 1.35, 2.46
0.45, 0.4, 1.04, 1.89
0.29, 0.2, 0.59, 1.08
0.0, 0.0, 0.0, 0.0
-1.62, 1.06, 0.84, 0.28
-1.09, 1.16, 1.14, 1.2
-0.64, 1.19, 1.37, 1.92
-0.26, 1.16, 1.53, 2.43
0.03, 1.08, 1.62, 2.73
0.25, 0.96, 1.61, 2.82
0.39, 0.8, 1.51, 2.7
0.43, 0.62, 1.31, 2.36
0.38, 0.42, 1.0, 1.8
0.24, 0.21, 0.56, 1.01
0.0, 0.0, 0.0, 0.0
-1.42, 1.17, 0.79, 0.54
-0.94, 1.21, 1.09, 1.36
-0.53, 1.2, 1.32, 1.99
-0.21, 1.15, 1.47, 2.42
0.05, 1.07, 1.54, 2.66
0.22, 0.95, 1.53, 2.7
0.32, 0.8, 1.42, 2.55
0.35, 0.63, 1.22, 2.2
0.31, 0.43, 0.92, 1.66
0.19, 0.22, 0.51, 0.93
0.0, 0.0, 0.0, 0.0
-1.19, 1.19, 0.71, 0.7
-0.76, 1.18, 0.99, 1.41
-0.42, 1.15, 1.21, 1.94
-0.15, 1.09, 1.34, 2.29
0.05, 1.01, 1.4, 2.46
0.19, 0.9, 1.38, 2.47
0.26, 0.77, 1.27, 2.3
0.27, 0.62, 1.09, 1.97
0.23, 0.44, 0.81, 1.48
0.14, 0.23, 0.45, 0.82
0.0, 0.0, 0.0, 0.0
-0.93, 1.09, 0.59, 0.76
-0.58, 1.06, 0.84, 1.33
-0.3, 1.02, 1.02, 1.74
-0.09, 0.97, 1.13, 2.01
0.05, 0.9, 1.18, 2.13
0.14, 0.81, 1.15, 2.11
0.19, 0.7, 1.06, 1.95
0.19, 0.57, 0.9, 1.66
0.15, 0.41, 0.67, 1.23
0.09, 0.22, 0.37, 0.68
0.0, 0.0, 0.0, 0.0
-0.64, 0.88, 0.44, 0.68
-0.38, 0.84, 0.63, 1.08
-0.19, 0.8, 0.76, 1.37
-0.05, 0.75, 0.85, 1.55
0.05, 0.7, 0.87, 1.62
0.1, 0.64, 0.85, 1.59
0.12, 0.56, 0.78, 1.46
0.11, 0.46, 0.66, 1.23
0.09, 0.34, 0.49, 0.91
0.05, 0.19, 0.27, 0.5
0.0, 0.0, 0.0, 0.0
-0.33, 0.52, 0.24, 0.43
-0.19, 0.49, 0.35, 0.65
-0.09, 0.46, 0.42, 0.8
-0.01, 0.44, 0.47, 0.89
0.03, 0.41, 0.48, 0.92
0.05, 0.38, 0.47, 0.9
0.06, 0.33, 0.43, 0.82
0.05, 0.28, 0.36, 0.69
0.03, 0.21, 0.27, 0.5
0.02, 0.12, 0.14, 0.28
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.98, 1.75, 1.88, 4.61
0.77, 1.76, 1.73, 4.26
0.69, 1.66, 1.61, 3.97
0.71, 1.48, 1.49, 3.69
0.79, 1.24, 1.38, 3.41
0.87, 0.97, 1.25, 3.09
0.93, 0.69, 1.09, 2.71
0.91, 0.43, 0.9, 2.23
0.78, 0.21, 0.66, 1.64
0.49, 0.06, 0.37, 0.91
0.0, 0.0, 0.0, 0.0
1.19, 1.51, 1.87, 4.57
0.98, 1.6, 1.73, 4.31
0.88, 1.59, 1.59, 4.06
0.83, 1.49, 1.47, 3.79
0.83, 1.34, 1.34, 3.5
0.83, 1.13, 1.2, 3.16
0.81, 0.9, 1.04, 2.75
0.75, 0.65, 0.85, 2.25
0.61, 0.41, 0.62, 1.64
0.37, 0.19, 0.34, 0.89
0.0, 0.0, 0.0, 0.0
1.34, 1.27, 1.86, 4.47
1.16, 1.42, 1.71, 4.29
1.03, 1.47, 1.57, 4.08
0.95, 1.46, 1.44, 3.84
0.88, 1.37, 1.3, 3.56
0.83, 1.23, 1.16, 3.21
0.75, 1.04, 0.99, 2.79
0.65, 0.82, 0.8, 2.27
0.5, 0.56, 0.57, 1.64
0.29, 0.29, 0.31, 0.89
0.0, 0.0, 0.0, 0.0
1.44, 1.03, 1.82, 4.3
1.28, 1.22, 1.68, 4.18
1.16, 1.33, 1.54, 4.03
1.05, 1.38, 1.4, 3.82
0.95, 1.35, 1.26, 3.56
0.84, 1.27, 1.11, 3.22
0.73, 1.12, 0.94, 2.79
0.6, 0.92, 0.75, 2.27
0.44, 0.66, 0.54, 1.64
0.24, 0.36, 0.29, 0.89
0.0, 0.0, 0.0, 0.0
1.47, 0.8, 1.76, 4.03
1.35, 1.02, 1.61, 3.98
1.23, 1.17, 1.47, 3.88
1.11, 1.26, 1.34, 3.71
0.99, 1.29, 1.2, 3.48
0.86, 1.25, 1.05, 3.16
0.73, 1.14, 0.88, 2.75
0.57, 0.96, 0.7, 2.24
0.4, 0.71, 0.5, 1.61
0.21, 0.39, 0.26, 0.87
0.0, 0.0, 0.0, 0.0
1.44, 0.59, 1.64, 3.66
1.35, 0.81, 1.51, 3.67
1.25, 0.99, 1.37, 3.61
1.13, 1.11, 1.24, 3.49
1.01, 1.17, 1.11, 3.29
0.87, 1.17, 0.96, 3.0
0.72, 1.09, 0.81, 2.62
0.56, 0.95, 0.64, 2.14
0.38, 0.72, 0.45, 1.55
0.2, 0.4, 0.24, 0.84
0.0, 0.0, 0.0, 0.0
1.32, 0.39, 1.47, 3.19
1.27, 0.61, 1.35, 3.23
1.19, 0.8, 1.23, 3.22
1.09, 0.93, 1.11, 3.13
0.97, 1.01, 0.99, 2.97
0.84, 1.03, 0.86, 2.73
0.69, 0.99, 0.72, 2.4
0.53, 0.87, 0.56, 1.96
0.36, 0.67, 0.4, 1.42
0.18, 0.38, 0.21, 0.77
0.0, 0.0, 0.0, 0.0
1.13, 0.23, 1.23, 2.59
1.1, 0.43, 1.13, 2.66
1.05, 0.6, 1.03, 2.68
0.97, 0.73, 0.93, 2.63
0.87, 0.81, 0.82, 2.51
0.76, 0.85, 0.71, 2.32
0.62, 0.83, 0.59, 2.04
0.48, 0.74, 0.47, 1.68
0.32, 0.57, 0.33, 1.23
0.16, 0.33, 0.17, 0.67
0.0, 0.0, 0.0, 0.0
0.85, 0.11, 0.92, 1.87
0.84, 0.26, 0.84, 1.94
0.81, 0.39, 0.76, 1.97
0.76, 0.5, 0.69, 1.95
0.69, 0.58, 0.61, 1.88
0.6, 0.61, 0.53, 1.74
0.5, 0.61, 0.44, 1.54
0.39, 0.55, 0.34, 1.28
0.26, 0.43, 0.24, 0.93
0.13, 0.25, 0.13, 0.51
0.0, 0.0, 0.0, 0.0
0.47, 0.03, 0.51, 1.01
0.48, 0.11, 0.47, 1.06
0.47, 0.19, 0.42, 1.08
0.44, 0.26, 0.38, 1.08
0.4, 0.3, 0.34, 1.05
0.36, 0.33, 0.29, 0.98
0.3, 0.33, 0.24, 0.87
0.23, 0.3, 0.19, 0.72
0.16, 0.24, 0.13, 0.53
0.08, 0.14, 0.07, 0.29
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0
2.0, 1.12, 0.9, 4.02
2.0, 0.54, 0.89, 3.43
1.98, 0.14, 0.85, 2.98
1.95, -0.11, 0.79, 2.63
1.87, -0.24, 0.71, 2.34
1.75, -0.28, 0.62, 2.09
1.57, -0.25, 0.51, 1.83
1.31, -0.18, 0.39, 1.53
0.98, -0.1, 0.27, 1.14
0.54, -0.03, 0.13, 0.65
0.0, 0.0, 0.0, 0.0
2.0, 0.82, 0.9, 3.71
1.93, 0.26, 0.89, 3.07
1.88, -0.13, 0.85, 2.59
1.82, -0.38, 0.79, 2.23
1.75, -0.5, 0.71, 1.96
1.64, -0.53, 0.62, 1.73
1.48, -0.48, 0.51, 1.51
1.25, -0.38, 0.39, 1.27
0.94, -0.25, 0.27, 0.96
0.53, -0.12, 0.13, 0.55
0.0, 0.0, 0.0, 0.0
1.98, 0.57, 0.89, 3.45
1.85, 0.03, 0.88, 2.76
1.76, -0.35, 0.84, 2.24
1.68, -0.6, 0.78, 1.87
1.6, -0.72, 0.71, 1.59
1.51, -0.74, 0.61, 1.38
1.37, -0.67, 0.51, 1.2
1.17, -0.55, 0.39, 1.01
0.88, -0.38, 0.26, 0.77
0.5, -0.19, 0.13, 0.44
0.0, 0.0, 0.0, 0.0
1.95, 0.38, 0.88, 3.21
1.75, -0.14, 0.86, 2.47
1.62, -0.52, 0.83, 1.93
1.52, -0.76, 0.77, 1.54
1.44, -0.88, 0.69, 1.26
1.35, -0.9, 0.6, 1.06
1.23, -0.83, 0.5, 0.9
1.06, -0.68, 0.38, 0.76
0.81, -0.49, 0.26, 0.58
0.47, -0.26, 0.13, 0.34
0.0, 0.0, 0.0, 0.0
1.87, 0.24, 0.84, 2.96
1.63, -0.26, 0.83, 2.2
1.47, -0.62, 0.8, 1.64
1.35, -0.86, 0.74, 1.23
1.27, -0.98, 0.67, 0.95
1.18, -1.0, 0.58, 0.77
1.08, -0.93, 0.48, 0.63
0.94, -0.78, 0.37, 0.53
0.72, -0.57, 0.25, 0.41
0.42, -0.3, 0.13, 0.24
0.0, 0.0, 0.0, 0.0
1.75, 0.14, 0.79, 2.68
1.48, -0.33, 0.78, 1.92
1.29, -0.67, 0.74, 1.36
1.16, -0.9, 0.69, 0.96
1.08, -1.02, 0.62, 0.68
1.0, -1.04, 0.54, 0.51
0.92, -0.97, 0.45, 0.4
